Time,Date,ID,Q24,Q26,Q27,Q28,Q29_1,Q54,Q58,Q59,Q60,Q61_1,Q47,Q41,Q1,Q1_3_TEXT,Q2,Q3,Q34
789,12/7/18 9:09,R_331CoUpxKYeoljR,,,,,,"The General had vowed to take over the fortress of the Dictator.  He gathered his army at the top of one of the roads into the city.  He learned that there were mines all throughout the roads, that would allow small groups of people to pass over without going off, but larger groups would set them off.  The general broke his army into smaller groups, sent each group over a different road, and they all met in the middle at the fortress to overthrow it. ","A man's shed was on fire, he sounded the alarm, the citizens all ran with their buckets to try and keep the fire from spreading to the man's house.  They were running back and forth to the lake, trying to contain the fire, but it wasn't working.  Then the fire chief showed up and direct them all to fill their buckets, make a circle, and throw their water at the same time.  This was enough to put the fire out.  The village voted on give the fire chief a raise.  ",Good,"There was a male who was in charge of a situation, he had to think strategically, he solved a problem",Moderately Disagree,"I have no idea.  I'm not a doctor.  Is there some kind of procedure that can target the tumor and not the tissue?  Could they open the patient up, move muscles/tissues/organs around the tumor and then target the tumor?  ","Small bits of the ray being shot at the tumor from different angles that would leave the tissues around it unharmed, but if all the rays met at the tumor at the same time, it would effect the tumor in a major way.  Ahhhhh I see what you did there! ",Female,,Non-Hispanic White or Euro-American,25 - 34,"Not unclear, it took me a a min to get to the solution I think you were looking for, but I got there eventually! "
610,12/7/18 9:12,R_1hEXBDOnSgMeveW,The fortress was protected by mines at each individual entrance that would only detonate by heavy force so the attack plan was altered so that small forces would each attack at a separate entrance rather than all together as a single force thus not tripping the mines. ,The fire chief story was similar in that the solution was to have all individuals release their water at the same time from different locations to extinguish the fire.,Good,The stories were similar in that a strategy needed to be employed to utilize the resources available as individuals or small groups. ,Agree,,,,,,several small rays from different angles all focused on the target so that each one individually isn't strong enough to damage the tissue along its path,Aim several smaller rays from different angles on the target - same solution as previously stated,Female,,Non-Hispanic White or Euro-American,55 - 64,nothing more to say
317,12/7/18 9:24,R_tSedVPPQfagYdvb,,,,,,"The general wanted to capture a fortress, but the dictator had placed mines that only detonated when a large force crossed over them. So to go ahead with his attack he divided his army into smaller groups that all met at once once they cleared the minefield.",Mr Johnson had a house fire. He sounded an alarm and all the people quickly came with buckets to put out the fire. They threw all their water at once instead of separetly so that the force would stop the fire.,Good,They were similar because they were about small parts becoming one whole and how there is strength in unification,Agree,Use even more weaker rays that don't damage the skin but add up to a powerful amount that will destroy the tumor.,Use lighter rays but more of them that add up to the same strength.,Male,,Non-Hispanic White or Euro-American,25 - 34,
339,12/7/18 9:25,R_10YrGnHLYkyfA3r,,,,,,"An overview of content that provides a reader with the overarching theme, but does not expand on specific details. A summary describes a larger work (such as an entire book, speech, or research project), and should include noticeably less content then the original work. Summaries can save a reader time because it prevents the reader from having to actually go through and filter the important information from the unimportant. ""Ben was able to review the well-written summary provided by his peer, instead of re-reading the entire textbook, and as a result he still received an A on his mid-term.""
",".The past six weeks have seen two sworn employees of the Austin Fire Department suspended 60 days for drinking and driving. In an odd twist, in both cases the firefighters were arrested while purchasing food at fast-food restaurants....""
",Good,two stories are very similar to the each person ,Agree,yes destroying the tissues,destroying the tissues,Male,,South Asian or Indian American,25 - 34,very intresting 
281,12/7/18 9:25,R_10UgRjiHNk5COSI,A dude wanted to take a fort and got a bunch of people to help.,A guy wanted to fight a fire and got a lot of people to help.,Good,They were both about how a large problem can be solved by several small things working together.,Moderately Agree,,,,,,A focused gene therapy might be best.,Perhaps many smaller treatments would work.,Male,,Non-Hispanic White or Euro-American,35 - 44,
356,12/7/18 9:26,R_u2F2RIC1u994Mq5,,,,,,"The however, the general devised a simple plan. He divided his army into small groups and dispatched each group to the head of a different road. When all was ready he gave the signal and each group marched down a different road.","Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time. In this way, the general captured the fortress and overthrew the dictator.",Intermediate,not maching for the storie my life ,Moderately Agree,the It is impossible ,It is impossible ,Male,,South Asian or Indian American,25 - 34,none
369,12/7/18 9:27,R_1kFatlK5RtVs2WF,Pretty much if everyone works together at the same time it's a lot better and more effective than if a lot of people do it at different times.,"everyone was trying to put out the fire put the water seemed to evaporate but when everyone worked together and threw on water at the same time it worked
",Good,If you work together it works better than separately,Strongly Agree,,,,,,Have to have high and wing it,get a lot of low frequency and work together to make high,Female,,Non-Hispanic White or Euro-American,25 - 34,
450,12/7/18 9:27,R_1QmZLetYr5Kj6vb,"The general wanted to attack a fortress. To do so, he needed to send his army down certain roads that led to the fortress. However, the roads were mined, and any large force would trigger the mines and the roads would be destroyed, and his forces and many neighboring villages would be destroyed. So, he decided to split his men up into smaller groups and send each group down a different road, so they wouldn't trip the mines. They timed their arrivals so they all arrived at the fortress at the same time.","A man's shed was on fire, and it was going to spread to his house soon. Fortunately his shed was next to a lake. They only had small buckets to work with, and each one alone wasn't enough to put out the fire. The fire chief organized everybody and had them fill their buckets and wait in a circle around the shed. When everybody had filled their buckets, they all poured the water on at once and the fire was put out. The fire chief was later given a raise.",Good,They both involved characters who solved their problems by applying a number of small forces to create a bigger force.,Strongly Agree,,,,,,Adjust which part of the body the rays enter through so there is minimal healthy tissue between the ray and the tumor.,"Using this logic, you would use multiple smaller rays instead of one large ray, and aim them all around any healthy tissue.",Male,,Non-Hispanic White or Euro-American,25 - 34,"Nothing, thank you."
390,12/7/18 9:27,R_1HoDCytQ2ntOwIC,,,,,, strong fortress by a dictator.. Many roads led to the fortress through the countryside,One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place,Good,the stories are different,Moderately Agree,"At lower intensities, the rays are harmless to healthy tissue, but they will not affect the tumor, either. What type of procedure might be used to destroy the tumor with the rays and at the same time avoid destroying the healthy tissue","The Tumor and the Fortress The fact that people can impose coherent interpretations on messy, ambiguous  What type of procedure might be used to destroy the tumor with the rays and at the same time avoid destroying the healthy tissue",Male,,Non-Hispanic White or Euro-American,25 - 34,all clear no confusing
304,12/7/18 9:27,R_3016a0y4y6jA1AL,,,,,,The General broke his troops down to smaller groups in order to fool the mines in the road. This way he was able to safely get his men to the fortress.,"The Fire Chief made everyone grab buckets of water and splash them at the fire at the same time, because alone the water made no difference, but together is was substantial enough to put it out.",Good,"There was an element of innovation.  They both had a leader who took charge, and although the first story they broke apart and the second they came together, it was still similar in that they worked together through the problem.",Moderately Agree,One that is very pinpointed and targeted only at tumor.,"Perhaps, dividing up the tumor area and only a little bit of ray on a little bit of tumor such as dividing up ""The General.""",Female,,Non-Hispanic White or Euro-American,35 - 44,Not unclear.
477,12/7/18 9:27,R_3MukVSPCEEVF0V8,,,,,,"The general wanted to attack a fortress, but the dictator who lived there had placed mines on all the roads leading to the fortress. If the general attacked with a full army, it would set off the mines. So, he split his army into groups and had each group use a different road. Split the army was light enough to avoid setting the mines off, and they all arrived safely at the fortress. ","There was a fire in a town, but there were only small buckets to use, and the water seemed to evaporate by the time the next bucket was ready. The fire chief arrived and made everyone circle the fire with full buckets. He gave an order and everyone threw their water on at once, putting the fire out.",Good,They both involved unorthodox approaches to a problem that would otherwise make the desired outcome impossible. ,Agree,"I'm honestly not sure. This seems like the kind of situation where some damage is going to be caused either way. If you can't operate, then the tissue in front of the tumor will be destroyed. ","Maybe you could use several different beams? I don't think that would work though, as they'd all have to be set to the lower intensity to avoid damaging the healthy tissue, and the story already told me that the lower intensity won't affect the tumor.",Male,,Non-Hispanic White or Euro-American,25 - 34,
486,12/7/18 9:28,R_22KD790hIMGl3j8,"A small country was ruled from a strong fortress by a dictator ,The general knew that an attack by his entire army would capture the fortress,any large force would detonate the mines,the general captured the fortress and overthrew the dictator.
",fire protection district,Intermediate, dispatched each group to the head of a different road,Agree,,,,,,There is a kind of ray that can be used to destroy the tumor. , high intensity,Female,,South Asian or Indian American,18 - 24,
496,12/7/18 9:28,R_1f74fIGMNmAwJaS,"The general needed to attack a fortress with his large army, but the roads to it were mined. However, small forces could get over the mines, so he split his army into many small groups to converge on the fortress and take it over.","A house was on a fire near a lake. A bucket brigade could not put the fire out, but a fire chief came and had everyone fill his or her bucket, then they three it on the fire all at once, putting the fire out.",Good,Sometimes many small forces are better than one large one.,Agree,,,,,,"Use multiple, less intense x-rays that converge on the tumor.",Using multiple lower intensity x-rays that converge on the tumor without destroying the healthy tissue.,Male,,Non-Hispanic White or Euro-American,35 - 44,
506,12/7/18 9:28,R_3nUxStimUx4Dowe,,,,,,the fortress was not easy to acheive they made a strategy to attack on it and devide there people in many groups to attack on same time.,"fire cheif saved a house from fire by taking the right decision on time by givivng a trick to people that throw water at same time, and it worked. people appreciated him and approached for his increment.",Intermediate,there were strategies in both stories to acheive the target.,Moderately Agree,a moderate intensity of rays should be use so that tumor can kill with minimum health issues.,the knife to cut down the tumour instead of rays.,Male,,South Asian or Indian American,35 - 44,thanks
499,12/7/18 9:28,R_3z5VuNRlDES90NH,"One of the most revered comedies of the silent era, this film finds hapless Southern railroad engineer Johnny Gray (Buster Keaton) facing off against Union soldiers during the American Civil War. When Johnny's fiancÌ©e, Annabelle Lee (Marion Mack), is accidentally taken away while on a train stolen by Northern forces, Gray pursues the soldiers, using various modes of transportation in comic action scenes that highlight Keaton's boundless wit and dexterity","Various official English-language titles for a fire chief include fire chief, chief fire officer and fire commissioner. The latter can refer to a fire chief or to an overseer who works for the local government. Chief Fire Officer is the usual title in the United Kingdom. Traditionally, a fire chief in Scotland was known as a fire master, but this was changed in 2006.",Good,"I‰Ûªm sitting in a cafe in Melbourne when that song comes on, When Will I Be Famous? There I am sipping a flat white, they love their flat whites over here, and listening to this Aussie lad bang on about how he‰Ûªs really into minimal techno. I‰Ûªm nodding away to the sounds of Bros and smiling to myself, he probably thinks I‰Ûªm being ironic or something. Molly would have been so much better at this online dating thing. She wouldn‰Ûªt zone out in the middle of a conversation and start daydreaming about some boyband from the ",Agree,,,,,,"I recently came across some old-ish work in analogical reasoning that tickled my brain about priming during experiments. What concerns me is the quality of conclusions reached by the research and how we might improve our experimental methods in studying analogical reasoning, especially as it pertains to design. References are at the end of this post.","reating cancer. High-powered gamma rays are used to kill cancer cells inside the body. As the gamma rays strong enough to kill cancer cells would also kill healthy cells around the tumour, several weaker sources are used and arranged so the gamma rays are focused on the tumour.",Male,,South Asian or Indian American,25 - 34,good
417,12/7/18 9:28,R_2qBOBdpcooAoZGY,,,,,,"he wanted to overthrow the dictator of the fortress. he had a plan to storm the fortress, but when he learned there were mines placed on the road, he couldn't charge all at once, so he split is army into smaller groups and attacked from all angles, which made it so he could overthrow the dictator. ","There was a fire that broke out in the shed of Mr. Johnson, neighbors came rushing to help, even though the shed was next to a lake, they weren't able to get the fire under control in worry that it would take the house next. The fire chief showed up, had everyone fill up their buckets and stand in a circle around the shed, at the same time threw the water and it dampened the fire down. They voted the chief gets a pay raise. ",Good,There was an immediate problem that arose and they had to come up with a solution to fix that problem and fast. ,Moderately Agree,perhaps have a lead vest on to prevent some of the damaging rays? it almost seems impossible to not destroy healthy tissue in this scenario if you can't cut open the patient to reveal the tumor. ,"without being able to operate and open the patient, i can't see how it would be impossible to not destroy healthy tissue. I would just try and focus the radiation on the tumor as direct as possible to mitigate the loss of healthy tissue. ",Female,,Non-Hispanic White or Euro-American,25 - 34,
538,12/7/18 9:28,R_2rFnhXBpN62ilix,"A small country was ruled from a strong fortress by a dictator.  The fortress was situated in the middle of the country, surrounded by farms and villages many roads led to the fortress throught the countryside.  A rebel general vowed to capture the fortress.  tHE GENERAL KNEW  that an attack by his entre army would capture the fortress.","One night a fire broke out in a wood shed fill of timber on Mr. Johnson's place as soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets.  The shed was already buring fiercely, and everyone was afaid that if it wan't controlled quickly the house would go up next.",Good,good,Agree,,,,,,very interessing.,no.,Male,,"Black, Afro-Caribbean, or African American",25 - 34,This survey is very interesting.
379,12/7/18 9:28,R_28NvCLntKZceoQ2,,,,,,"A collaboration between Sandpit, the Adelaide Smart City Studio and Carbon Neutral Adelaide, The General Story combines smart technologies with insight based narratives to help raise awareness about food waste.","Retired Fire Chief pens reflections on his life as a volunteer firefighter. ‰ÛÏFire Chief‰Ûù by Ed Daniels shares experiences and sacrifices until now known only to the volunteers themselves. In his first novel, ‰ÛÏFire Chief; The Story of a Volunteer Firefighter,‰Ûù author Ed Daniels recalls his life as a volunteer firefighter in the mountains of Colorado. Based on actual events, the book takes ",Good,"We used to sing it together at a karaoke bar called Same Same But Different during our J1 summer in New York, her on lead vocals, me on backing. We‰Ûªd mock fight over which of us could have Luke Goss, the one we had decided was the better looking of the identical twins in Bros. But I knew if the unlikely situation did arise, Molly would get Luke and I‰Ûªd have to settle for his slightly less handsome brother Matt. She loved that song, she was the one who wanted to be famous. In the end, she had her picture splashed across the newspapers for the worst possible reason. ‰ÛÏTragic twin‰Ûù they called her.",Moderately Agree,"I recently came across some old-ish work in analogical reasoning that tickled my brain about priming during experiments. What concerns me is the quality of conclusions reached by the research and how we might improve our experimental methods in studying analogical reasoning, especially as it pertains to design. References are at the end of this post.","According to Loewenstein, Thompson, and Gentner (1999), 10% of people who were asked to solve this problem suggested using multiple, simultaneous low-dose rays from various angles. Each ray is low-dose, so wouldn‰Ûªt damage the tissues it passed through to reach the tumour. All the rays would converge at the tumour, leading to a cumulative high dose only at the tumour.",Male,,Non-Hispanic White or Euro-American,25 - 34,very complicated
547,12/7/18 9:29,R_UKJ3R6Uaw1ck41j,,,,,,"General had to split his big army because of the way, that mines were planted around the castle. and he conquered it","people could not extinguish the fire because they were not working together. when fire chief arrived, he organized everyone and the shack was saved.",Good,"one had to divide, and the other had to consolidate.",Moderately Agree,"if we can somehow accumulate radiation in bad cells, then we can destroy it.",we have to find a way to consolidate rays at bad tissue,Female,,Non-Hispanic White or Euro-American,35 - 44,"I did best of my ability, thanks for interesting hit"
541,12/7/18 9:29,R_2Bb8X8NDZABUapw,,,,,," small country was ruled from a strong fortress by a   surrounded by farms and villages. Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortress. The general knew that an attack by his entire army would capture the fortress. He gathered his army at the head of one of the roads, ready to launch a full-scale direct attack. However, the general then learned that the dictator had planted mines on each of the roads. ","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm buckets. The shed was already burning fiercely, and everyone was . If a large volume of water could hit the fire at the same time, it would be extinguished. But with only small buckets to work with,. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire",Good,SAME THE STORE,Agree,YES IS SAME,SAME,Female,,South Asian or Indian American,18 - 24,NICE
542,12/7/18 9:29,R_1DnzMbuIOW99dbY,,,,,,A leader of an army decided to send in small forces of men down different roads.  He did this so a not to set off landmines and kill his men and the neighborhoods along the way.  He was successful in his endeavors.,"In order to put out a bad fire, the fire chief had everyone surround the burning shed with a bucket of water.  Then he had them all throw their bucket of water at the same time.  This brought the fire under control and they were able to eventually put it out.",Good,They found solutions to different problems and were able to accomplish what they were trying to do.,Moderately Agree,"maybe they could send rays through different routes, in smaller increments but that measure to the larger ones.",Dividing the rays and sending them from different directions so that they still have strength but not at same location.,Female,,Non-Hispanic White or Euro-American,45 - 54,everything was clear
423,12/7/18 9:29,R_12EW8WBEjvCa4oJ,"He had to move a large force of soldiers through a minefield, but the weight of them all together would set off the mines. In order to carry out the invasion successfully, he split up his force into many small groups and made it through.","The fire in the village was out of control, and the water was not effectively stopping it. By surrounding the house on fire with buckets of water, and throwing them all at once, the fire was slowed and then stopped.",Good,"They both described a situation that had to be approached in a similar way. Instead of putting all of your resources head-on into a problem, break up your efforts and do many things simultaneously.",Moderately Agree,,,,,,Use only small sessions of radiation. Use CBDs or other helpful compounds for recovery after difficult radiation sessions.,Use small amounts of radiation on different parts of the tumor. Don't bombard the tumor with radiation.,Female,,Non-Hispanic White or Euro-American,35 - 44,
572,12/7/18 9:29,R_2fp5Y55NRWbo3sZ,"A small country was ruled from a strong fortress by a dictator. The fortress was situated in the middle of the country, surrounded by farms and villages. Many roads led to the fortress through the countryside. A rebel general vowed to capture the fortress. The general knew that an attack by his entire army would capture the fortress. He gathered his army at the head of one of the roads, ready to launch a full-scale direct attack. However, the general then learned that the dictator had planted mines on each of the roads. The mines were set so that small bodies of men could pass over them safely, since the dictator needed to move his troops and workers to and from the fortress. However,The General
","One night a fire broke out in a wood shed full of timber on Mr. Johnson‰Ûªs place. As soon as he saw flames he sounded the alarm, and within minutes dozens of neighbors were on the scene armed with buckets. The shed was already burning fiercely, and everyone was afraid that if it wasn‰Ûªt controlled quickly the house would go up next. Fortunately, the shed was right beside a lake, so there was plenty of water available. If a large volume of water could hit the fire at the same time, it would be extinguished. But with only small buckets to work with, it was hard to make any headway. The fire seemed to evaporate each bucket of water before it hit the wood. It looked like the house was doomed. Just then the fire chief arrived. He immediately took charge and organized everyone. He had everyone fill their bucket and then wait in a circle surrounding the burning shed. As soon as the last man was prepared, the chief gave a shout and everyone threw their bucket of water at the tire. The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay.
",Good,in many events happened of the general and the fireman who were very similar,Strongly Agree,,,,,,"The general attributed his success to an important principle: If you need a large force to accomplish some purpose, but are prevented from applying such a force directly, many smaller forces applied
","The general attributed his success to an important principle: If you need a large force to accomplish some purpose, but are prevented from applying such a force directly, many smaller forces applied
",Male,,Native American or Alaskan Native,25 - 34,any
511,12/7/18 9:29,R_viYwkcAUAXFLXUJ,The story was summarized enough. He wanted victory and he got it. ,"Simple enough again, Fire chief used techniques to put out a fire. Was given a raise. ",Intermediate,"They both had the same ""moral"" or the main characters had the same philosophy",Moderately Agree,,,,,,opening the body up and applying rays to only the tumor? ,"I suppose, to give another answer, that you could just give the rays all over at a high volume and hope that the healthy tissue can repair or heal.",Male,,Non-Hispanic White or Euro-American,35 - 44,"This was very confusing to me. Not sure why, I usually am sharp. "
590,12/7/18 9:29,R_3Hwwv5MeLa1ASHp,,,,,,"
good that the general wanted to dethrone the dictator and it was difficult because there were mines in all roads leading to the fort and the general in a great idea it occurred to him to divide his army into many groups so that they would not exploit the mines and this way to overthrow the dictator","Well the firefighter boss can be summarized that the sawmill was set fire and right next to the sawmill there was a lake and the fireman came up with the brilliant idea of ‰ÛÜ‰ÛÜsurrounding the sawmill all with a bucket of water and then empty them all together since one by one, they did not do much and thus managed to extinguish the fire",Intermediate,"
They looked similar because they both had a lot of problems but there was always someone to find a solution.",Moderately Disagree,"
I have no idea",no comment,Male,,Other,25 - 34,no comment
535,12/7/18 9:29,R_1Lvw4YiLcT4zh4P,"We want to find great ways to engage people on important topics, like reducing food waste and carbon emissions, using smart technologies, in a fun and interactive way.","Retired Fire Chief pens reflections on his life as a volunteer firefighter. ‰ÛÏFire Chief‰Ûù by Ed Daniels shares experiences and sacrifices until now known only to the volunteers themselves. In his first novel, ‰ÛÏFire Chief; The Story of a Volunteer Firefighter,‰Ûù author Ed Daniels recalls his life as a volunteer firefighter in the mountains of Colorado. Based on actual events, the book takes readers into the heat which countless volunteer firefighters face every day throughout the world. ",Intermediate,"comon stroyChief; The Story of a Volunteer Firefighter,‰Ûù author Ed Daniels recalls his life as a volunteer firefighter in ",Neutral,,,,,,"I recently came across some old-ish work in analogical reasoning that tickled my brain about priming during experiments. What concerns me is the quality of conclusions reached by the research and how we might improve our experimental methods in studying analogical reasoning, especially as it pertains to design. References are at the end of this post","I recently came across some old-ish work in analogical reasoning that tickled my brain about priming during experiments. What concerns me is the quality of conclusions reached by the research and how we might improve our experimental methods in studying analogical reasoning, especially as it pertains to design. References are at the end of this post",Male,,South Asian or Indian American,25 - 34,good survey 
373,12/7/18 9:29,R_3EMgu4GzK2lnj7a,The general split his army into smaller units to attack the fortress easier instead of sending one large unit at the fortress (which had a road protected by mines which would cause great casualties).  The smaller forces allowed the general to avoid the mines on the larger road.,The fire chief told the villagers to all throw the water at the fire at once to put it out on the shed instead of throwing water on it individually which didn't get them any closer to putting it out.  The concentrated water hitting the shed all at once extinguished the flames.,Good,They both show that combined smaller efforts are better than individual efforts.,Strongly Agree,,,,,,Split the ray into smaller beams and hit the tumor from different angles all at once.,Split the beam into smaller less powerful rays and attack the tumor that way.,Male,,Non-Hispanic White or Euro-American,35 - 44,
549,12/7/18 9:30,R_1OIS7oGClydpyP2,,,,,,"A general was trying to capture a fortress, but the dictator who held the fortress had put mines in the roads leading to it. But the mines wouldn't be set off by individual people. So instead of marching his whole force down the road, the general split his troops up so that they wouldn't set the mines off. His plan helped him capture the fortress.","A shed was on fire. People were trying to save it by throwing buckets of water from a nearby lake. Unfortunately, one bucket at a time didn't seem to make a difference. The fire chief arrived and told everyone to surround the shed and throw their buckets at the same time. This worked, and the fire was able to be extinguished. The fire chief got a raise.",Good,They were both about a leader of some sort coming up with a plan to accomplish a goal.,Moderately Agree,"I really don't know. My first thought was to at least cut the patient open to avoid hitting healthy tissues on the way in, but I don't know if that would be allowed since operation is impossible.","You could try sending smaller amounts of radiation at a time to target parts of the tumor and hopefully avoid damaging too much healthy tissue, kind of like the general marching to the fortress?",Female,,Non-Hispanic White or Euro-American,25 - 34,"Nothing was unclear, but the short time limit on the HIT was kind of stressful."
601,12/7/18 9:30,R_2aPLugA4ed759jf,,,,,,"small country ruled by dictator its surrounded by village and farms, general attack the fortress and general destroy many neighboring village. he divided army into two grope and finally general captured the fortress and overthew",Fire broke out in mr.johnson's place  the large volume of water hit the fire the forece of all water together  dampened the fire night finally Mr. johnson's village council was voted,Good,good,Strongly Agree,fine very interesting,very good,Male,,South Asian or Indian American,18 - 24,good
47416,12/7/18 9:30,R_DB0zMB0UWVwDxjr,"The general story is of how he captured a a city by using divisive tactics,",The fire chief story is how to use distributing forces,Good,both use same tactics,Moderately Agree,,,,,,the general story,the general,Female,,Non-Hispanic White or Euro-American,25 - 34,no
250,12/7/18 9:30,R_DUZIazpYXMh3eTv,,,,,,"the plot of the story I think they are 2 different worlds and 2 problems that lead to a single solution is very interesting
","a good story which we can see where each of the significant things is found
",Intermediate,"they looked similar in certain parts
",Neutral,i dont know,i dont know,Male,,Non-Hispanic White or Euro-American,25 - 34,no comment
623,12/7/18 9:30,R_2YP6dKMJfsJPVnY,,,,,,"In order to attack, the general divided his forces to proceed to the tower/town and to regroup when arrived and thus avoid destruction by arriving in mass and therefore achieve victory...small group division of a problem.","The accumulated efforts of many at once throwing water at a specific time and location prevented total destruction by the fire, a united group effort . . . large group unity working for a single purpose.",Good,"It is all about approach to a problem, the approach is the same, because in the end it utilized a unified effort, the difference is in approach, by dividing the problem and then uniting...and with the fire by taking disorganised individuals and uniting.",Agree,Using several x-rays at a lower frequency at different locations but uniting at the center of the mass and thus only destroying the tumor,"This is the same as the general story, several small rays at lower frequency entering from different locations and regrouping at the center of the tumor.",Male,,Non-Hispanic White or Euro-American,45 - 54,None
678,12/7/18 9:30,R_2tfeIjTYXHzUjhT,"A general sought to capture a fortress held by a dictator but was prevented from doing so by landmines set in the road which prevented him from moving equipment carrying his army. Because the mines could withstand the weight of individual men without exploding, he sent his army in on foot via many different roads such that they arrived all at once, thus capturing the fortress.","A woodshed loaded with lumber caught fire. The bucket brigade which attempted to put it out found that their efforts weren't enough to dampen the fire, until the fire chief arrived and organized everyone to throw water on the fire at once. The fire was dampened and prevented from spreading to the house.",Good,Both stories involved organizing many small efforts into one simultaneous force to surmount a problem that was not able to be dealt with by small efforts in succession.,Agree,,,,,,"Many lower intensity rays could be directed through healthy tissue at different points, such that they don't harm the healthy tissue, aimed at the same point within the tumor, so as to concentrate their power and destroy the tumor.","Direct lower intensity rays through different areas of healthy tissue to meet at a single, concentrated point within the tumor.",Female,,Non-Hispanic White or Euro-American,35 - 44,"While the intention wasn't unclear, there are some misspellings in ""The Fire Chief"" story -- the fire chief is periodically referred to as ""the tire chief."""
125,12/7/18 9:31,R_3lVNS5WpxxB82So,,,,,,The general needed to capture a fortress and did so by spreading his army out and attacking from different roads,The fire chief had everyone get a bucket of water and throw it on the fire all at the same time to put it out.,Good,they split the task among people,Agree,Using rays of different intensities to achieve the combined intensity at the target tumor,Using the same methodology of splitting the work among mulitple rays,Male,,Non-Hispanic White or Euro-American,25 - 34,
666,12/7/18 9:31,R_1g0WgqQHHcVXFhT,,,,,,"The force of all the water together dampened the fire right down, and it was quickly brought under control, Mr. Johnson was relieved that his house was saved, and the village council voted the tire chief a raise in pay. 
","A small country was ruled from a strong fortress by a dictator.
A rebel general vowed to capture the fortress.
In this way, the general captured the fortress and overthrew the dictator. 
He gathered his army at the head of one of the roads, ready to launch a full-scale direct attack.
Each group continued down its road to the fortress so that the entire army arrived together at the fortress at the same time.
Many roads led to the fortress through the countryside.",Intermediate,army would capture the fortress.,Agree,saw flames he sounded the alarm,The tumor is not healthy for thehuman heings,Male,,South Asian or Indian American,25 - 34,
602,12/7/18 9:31,R_2BepSsY05RYxCqI,,,,,,"The rebel General planned to attack the Dictator's fortress. But he can't reach the fortress. Because, the roadway of the fortress was buried by the mines. Then, he execute the plan and reach the fortress. ","One night a fire broke out into a wood shed full of timber on Mrs. Johnson's place. Then, he execute the plan and save his house from the fire accident. ",Good,The story was easily understandable. ,Moderately Agree,The high and lower intensities are destroy the tumor. ,The Radiation problem is similar ,Male,,"Black, Afro-Caribbean, or African American",25 - 34,
574,12/7/18 9:31,R_2rGWkKQR4YtQl3z,"the general had to devise a way to get his troops to the fortress without setting off the mines. since the mines would not set off on a few men, he split his army up into small groups so as not to set off the mines. his small groups then met at the fortress and captured it.",the fire chief only had small buckets and needed to apply the water all at once to put the fire out. He had the men each gather a bucket and throw it all at once at the fire to put it out.,Good,"sometimes when a large force is needed, many smaller forces can combine together to achieve the same result as one large force.",Strongly Agree,,,,,,apply many lower intensity rays all at one time to the tumor.,apply many low intensity rays at the same time.,Male,,Non-Hispanic White or Euro-American,45 - 54,
678,12/7/18 9:31,R_Z2d4YFYHG99Wy9b,,,,,,Can't recall.,Can't recall.,Intermediate,Both deal with solving something.,Moderately Agree,A surgery type of procedure. ,not sure.,Male,,Non-Hispanic White or Euro-American,25 - 34,
682,12/7/18 9:31,R_2BlkEvNrwQlUenU,,,,,,A small country was ruled by a dictator. A rebel general decided to capture the country. By knowing this the dictator planned to place mines without harming his troops. But the General planned another idea to surround the country through different roads. By the plan the general attacked the fort and captured the country.,A fire was broke out in Mr. Johnson's place. He alarmed immediately and neighboring people came with bucket of water. But that water was not enough. At that time fire chief came and controlled the fire and saved the shed.,Intermediate,The plan made by the general and the fire chief.,Neutral,To operate.,"By operation.
",Female,,Native American or Alaskan Native,25 - 34,
588,12/7/18 9:31,R_2Yh6ZonwA1dJfgl,,,,,,farmers and villages are get protected ,"village council
",Intermediate,protucted farms,Moderately Agree,yes some health problems occured to be protetected through counciler,avoid healthy issues,Male,,East Asian or Asian American,35 - 44,good study
676,12/7/18 9:32,R_1gdQb9SMCcNedEC,"the general story is that when a large force needs to be applied, but can't be done so directly, smaller groups can be used simultaneously to achieve the effect of a large force.","similarly, the fire chief story conveys almost the same message as the general story. a large amount of water is needed to put out the fire, but can't be applied all at once. by coordinating small groups of neighbors simultaneously with small buckets, enough water can be used simultaneously to put out the fire. ",Good,they both couldn't use a direct brute force approach and had to break down how they applied the solution into small pieces that were coordinated together all at once,Agree,,,,,,they could use many different rays from different directions so that they could harmlessly pass through the tissue and be focused on the tumor.,"using several different rays from different directions so that their low intensity can pass through the tissue, and the be focused at a point on tumor so that the focal point has high intensity and can break down the tumor.",Male,,Non-Hispanic White or Euro-American,35 - 44,
